count,datetime
10.187321784175117,2011-01-20 00:00:00
5.375325722081182,2011-01-20 01:00:00
3.6903258388719706,2011-01-20 02:00:00
2.8730022537509425,2011-01-20 03:00:00
2.426156401120245,2011-01-20 04:00:00
7.741773763583202,2011-01-20 05:00:00
32.096670672005146,2011-01-20 06:00:00
81.96704702009733,2011-01-20 07:00:00
197.38535056761697,2011-01-20 08:00:00
114.50138657426024,2011-01-20 09:00:00
54.41262528164327,2011-01-20 10:00:00
57.0703232841042,2011-01-20 11:00:00
62.03609289103097,2011-01-20 12:00:00
62.348715591253146,2011-01-20 13:00:00
64.62462789728407,2011-01-20 14:00:00
68.67220159559768,2011-01-20 15:00:00
92.93435676310315,2011-01-20 16:00:00
157.16876083439777,2011-01-20 17:00:00
160.88679350064692,2011-01-20 18:00:00
123.92353176924496,2011-01-20 19:00:00
72.77890104760009,2011-01-20 20:00:00
58.566070682002675,2011-01-20 21:00:00
36.182130929221806,2011-01-20 22:00:00
23.826039106315594,2011-01-20 23:00:00
17.131388449801783,2011-01-21 00:00:00
8.511589355469455,2011-01-21 01:00:00
6.801115064049882,2011-01-21 02:00:00
2.905194480284398,2011-01-21 03:00:00
2.3845365755731796,2011-01-21 04:00:00
5.728253646553054,2011-01-21 05:00:00
29.11431805831031,2011-01-21 06:00:00
71.52923046906426,2011-01-21 07:00:00
180.33349057328337,2011-01-21 08:00:00
104.2737433935635,2011-01-21 09:00:00
48.36370666034897,2011-01-21 10:00:00
59.44963611322924,2011-01-21 11:00:00
62.838254158306675,2011-01-21 12:00:00
62.36121242166256,2011-01-21 13:00:00
55.63794083298936,2011-01-21 14:00:00
56.207181460765895,2011-01-21 15:00:00
83.60871523834591,2011-01-21 16:00:00
127.2415440943076,2011-01-21 17:00:00
102.94988994870513,2011-01-21 18:00:00
75.02544992544335,2011-01-21 19:00:00
53.422102794923994,2011-01-21 20:00:00
38.33892831152596,2011-01-21 21:00:00
27.255972503177638,2011-01-21 22:00:00
25.56970826062617,2011-01-21 23:00:00
22.694139907029733,2011-01-22 00:00:00
11.36910186596373,2011-01-22 01:00:00
13.100471909035152,2011-01-22 02:00:00
6.731541318657262,2011-01-22 03:00:00
1.9412025736662517,2011-01-22 04:00:00
2.3177741162935597,2011-01-22 06:00:00
5.35801583803011,2011-01-22 07:00:00
16.97611581647192,2011-01-22 08:00:00
32.068233439856776,2011-01-22 09:00:00
51.855090547281115,2011-01-22 10:00:00
70.28742365497824,2011-01-22 11:00:00
74.75737077191106,2011-01-22 12:00:00
91.19433516490548,2011-01-22 13:00:00
65.1722113532535,2011-01-22 14:00:00
90.00857239446488,2011-01-22 15:00:00
69.19581712262251,2011-01-22 16:00:00
94.57653371974318,2011-01-22 17:00:00
46.80554352444218,2011-01-22 18:00:00
32.54562343554772,2011-01-22 19:00:00
27.89795338266579,2011-01-22 20:00:00
24.86535785302235,2011-01-22 21:00:00
25.034353118269042,2011-01-22 22:00:00
17.140643473787843,2011-01-22 23:00:00
30.707709630743917,2011-01-23 00:00:00
23.31223408676712,2011-01-23 01:00:00
13.021018057743738,2011-01-23 02:00:00
8.60280108878839,2011-01-23 03:00:00
2.579076492554294,2011-01-23 05:00:00
2.017386519419658,2011-01-23 06:00:00
4.758088458327526,2011-01-23 07:00:00
9.670045433524333,2011-01-23 08:00:00
19.225374727619627,2011-01-23 09:00:00
50.516283008073586,2011-01-23 10:00:00
66.6079865432331,2011-01-23 11:00:00
67.00505737968521,2011-01-23 12:00:00
